Name,Logo,Teaser,Sector,Company Stage,Business Model,Customer Focus,Founding Year,Team Size,Handelsregister,Headquarter,Official Website,On Social Media,Legal Entity,About,Members
PreOmics,https://cdn.startbase.com/images/company/preomics/8893f15666/?w=205&h=64,Develops and provides technologies for mass spectrometry-based proteomics.,Chemicals/Pharmaceuticals,Startup Stage,Manufacturing,B2B,2016,11-50 Employees,Found,"Planegg, DE",preomics.com,"['https://twitter.com/preomics', 'https://www.linkedin.com/company/preomics-gmbh/', 'https://www.youtube.com/channel/UCGAR63qNaG2wp-GQP-w0wQg']",PreOmics GmbH,,"{'Dr. Garwin Pichler': 'Founder', 'Dr. Nils A Kulak': 'Founder'}"
moss,https://cdn.startbase.com/images/b9db2debde95b5fa9fb78870df6e1059/9e87034ef56a012/?w=205&h=64,,Finance & Insurance,Growth Stage,Sale of Services,B2B,2019,11-50 Employees,Found,"Berlin, DE",getmoss.com,"['https://www.linkedin.com/company/mosscredit', 'https://www.youtube.com/channel/UCEkr_EM061loTtptJM791Nw', 'https://www.facebook.com/mosscredit/']",moss GmbH,,{}
ThreeB IT,https://cdn.startbase.com/images/company/threeb-it/1558c446be/?w=205&h=64,Digital process management for companies of any size,IT and Communications,Seed Stage,SaaS,B2B,2019,1-10 Employees,Found,"Ibbenbüren, DE",threebit.io,"['https://twitter.com/threebit_io', 'https://www.linkedin.com/company/threebit', 'https://www.facebook.com/threebit.io']",ThreeB IT GmbH,,"{'Thimo Buchheister': 'Founder & CEO', 'Thorsten Brügge': 'Founder & COO'}"
tiramizoo,https://cdn.startbase.com/images/company/tiramizoo/96dee45894/?w=205&h=64,Developing logistics software solutions for same day delivery.,"Automotive, Logistics & Mobility",Growth Stage,SaaS,B2B,2010,11-50 Employees,Found,"München, DE",tiramizoo.com,"['https://twitter.com/tiramizoo', 'https://www.linkedin.com/company/tiramizoo/', 'https://www.xing.com/companies/tiramizoogmbh', 'https://www.youtube.com/channel/UC-Ny7HY5Cibo6oRfo3Tvqcg/featured', 'https://www.facebook.com/tiramizoo']",tiramizoo GmbH,,"{'Michael Löhr': 'Founder', 'Volker Schneider': 'Founder'}"
Finanzchef24,https://cdn.startbase.com/images/a754b70d87062d373b7718d027abcdf8/6f9169a7c80ad43/?w=205&h=64,,Finance & Insurance,Growth Stage,Platform,B2B,2012,11-50 Employees,Found,"München, DE",finanzchef24.de,"['https://twitter.com/finanzchef24?lang=de', 'https://www.linkedin.com/company/finanzchef24/', 'https://www.xing.com/companies/finanzchef24gmbh', 'https://www.youtube.com/channel/UCD_vZkZ9q4xhLBFLx6F_bRQ', 'https://www.facebook.com/Finanzchef24/']",Finanzchef24 GmbH,,{'Hendrik Rennert': 'Founder'}
Panther Pricing,https://cdn.startbase.com/images/company/panther-solutions/c2046930c0/?w=205&h=64,Generating AI-based pricing suggestions with cloud software.,IT and Communications,Startup Stage,SaaS,B2B,2018,11-50 Employees,Found,"Frankfurt am Main, DE",pantherpricing.de,"['https://twitter.com/PantherPricing', 'https://www.linkedin.com/company/panther-pricing/', 'https://www.xing.com/companies/panthersolutionsgmbh', 'https://www.youtube.com/channel/UClSsbREDm0UVdscifeo9Y6w?view_as=subscriber', 'https://www.facebook.com/pantherpricing']",Panther Solutions GmbH,,{'Nils Streitbürger': 'Founder'}
Synfioo,https://cdn.startbase.com/images/company/synfioo/0b5dfa8472/?w=205&h=64,Real-time visibility platform for intermodal supply chains.,"Automotive, Logistics & Mobility",Startup Stage,SaaS,B2B,2015,11-50 Employees,Found,"Potsdam, DE",synfioo.com,"['https://www.twitter.com/synfioo', 'https://www.linkedin.com/company/synfioo-gmbh/', 'https://www.youtube.com/channel/UCKa-bx6rQzankA4CI1P-6oQ', 'https://www.facebook.com/Synfioo/']",Synfioo GmbH,,"{'Marian Pufahl': 'Founder', 'Dr. Anne Baumgraß': 'Founder', 'Andreas Meyer': 'Founder'}"
3DQR,https://cdn.startbase.com/images/company/3dqr/7d70cc9c01/?w=205&h=64,"QR basierte Augmented Reality für Instandhaltung, Wartung und Service.",IT and Communications,Startup Stage,SaaS,B2B,2016,11-50 Employees,Found,"Magdeburg, DE",3dqr.net,"['https://www.instagram.com/3dqrofficial/', 'https://www.twitter.com/3dqr_de', 'https://www.linkedin.com/company/3dqr-gmbh/', 'https://www.xing.com/companies/3dqrgmbh', 'https://www.youtube.com/channel/UCjXwkGLwcbgFPM02VPKQ4sA', 'https://www.facebook.com/3DQRofficial']",3DQR GMBH,,{'Daniel Anderson': 'Founder'}
APPsolute Mobility,https://cdn.startbase.com/images/company/appsolute-mobility/f79fd7f15c/?w=205&h=64,App construction kit for business apps.,IT and Communications,Startup Stage,SaaS,B2B,2016,11-50 Employees,Found,"Nürnberg, DE",appsolute-mobility.com,"['https://www.twitter.com/appsolutemobil', 'https://www.linkedin.com/company/appsolute-mobility-gmbh', 'https://www.xing.com/companies/appsolutemobilitygmbh', 'https://www.youtube.com/channel/UCTnZLvno-Y1vcVd606RMlTA', 'https://www.facebook.com/APPsoluteMobility/']",APPsolute Mobility GmbH,,"{'Alexandra Kulfanová': 'Founder', 'Victoria Wachtel': 'Founder'}"
POSpulse,https://cdn.startbase.com/images/1ec9190924775210621ff854f0eaea97/6e53ae43ae9d931/?w=205&h=64,App and platform for real-time feedback at the point of sale.,"Media, Arts & Entertainment",Startup Stage,SaaS,B2B,2014,11-50 Employees,Found,"Berlin, DE",pospulse.com,"['https://www.instagram.com/pospulse/', 'https://twitter.com/POSpulse/', 'https://www.linkedin.com/company/pospulse', 'https://www.xing.com/pages/pospulse', 'https://www.youtube.com/channel/UCd1649NcbTT4zNY9aP2d35A', 'https://www.facebook.com/POSpulse/']",POSpulse GmbH,,{'Dominic Blank': 'Founder'}
wealthpilot,https://cdn.startbase.com/images/3e80d343adf5c806718f7a792c95af05/0777e4f06a455bc/?w=205&h=64,"Asset management software for advisors, asset managers and banks.",Finance & Insurance,Growth Stage,SaaS,B2B,2017,11-50 Employees,Found,"München, DE",wealthpilot.com,"['https://twitter.com/wealthpilot_de', 'https://www.linkedin.com/company/wealthpilot-gmbh', 'https://www.xing.com/xbp/pages/wealthpilot-gmbh', 'https://www.youtube.com/channel/UC8MIVLSt9D5DgOVu8lQ5aew', 'https://www.facebook.com/wealthpilot.de/']",wealthpilot GmbH,,"{'Marco Richter': 'Founder', 'Daniel Juppe': 'Founder', 'Stephan Schug': 'Founder'}"
Videmo,https://cdn.startbase.com/images/company/videmo-intelligente-videoanalyse/e715ec9126/?w=205&h=64,"Software solutions for facial recognition, analysis and identification.",IT and Communications,Steady Stage,SaaS,B2B,2008,11-50 Employees,Found,"Karlsruhe, DE",videmo.de,"['https://www.linkedin.com/company/videmo-intelligente-videoanalyse-gmbh-&-co.-kg/', 'https://www.xing.com/companies/videmointelligentevideoanalysegmbh&co.kg', 'https://www.youtube.com/channel/UCQepMdiSsrRNTqGH4gAlygQ']",Videmo Intelligente Videoanalyse GmbH & Co. KG,,{}
CA Customer Alliance Management,https://cdn.startbase.com/images/company/cam-customer-alliance-management/2e53f3443a/?w=205&h=64,Online platform for reputation and customer experience management.,Consulting,Steady Stage,SaaS,B2B,2009,51-100 Employees,Found,"Berlin, DE",customer-alliance.com,"['https://twitter.com/customerall', 'https://www.linkedin.com/company/customer-alliance/', 'https://www.youtube.com/user/CustomerAll', 'https://www.facebook.com/CustomerAlliance']",CA Customer Alliance Management UG,,{'Moritz Klussmann': 'Founder'}
Conweaver,https://cdn.startbase.com/images/06f2b6075f55f40fab632961d27874c6/5f7b901da41774f/?w=205&h=64,Configurable full stack graph platform for data analysis.,IT and Communications,Startup Stage,SaaS,B2B,2007,11-50 Employees,Found,"Darmstadt, DE",conweaver.com,"['https://twitter.com/ConWeaverGmbH', 'https://www.linkedin.com/company/conweavergmbh/', 'https://www.youtube.com/user/ConWeaver']",ConWeaver GmbH,,"{'Dr. Thomas Kamps': 'Founder', 'Richard Stenzel': 'Founder'}"
Holzner Maschinenbau,https://cdn.startbase.com/images/company/hmb-holzner-maschinenbau/54a7225a41/?w=205&h=64,Production of carbon and glass fibre components for both prototypes and series.,Industrial & Basic Materials,Startup Stage,Manufacturing,B2B,2014,1-10 Employees,Found,"Denkendorf, DE",hmb-composite.com,"['https://twitter.com/privacy', 'https://www.youtube.com/channel/UCqLG-oGwLNXqsQe4siWGRIQ']",HMB HOLZNER MASCHINENBAU GMBH,,{'Michael Holzner': 'Founder'}
Searchmetrics,https://cdn.startbase.com/images/0dfcd4e6af7697a34ce273d312ef56c9/5d4f05b1e554e84/?w=205&h=64,,IT and Communications,Steady Stage,SaaS,B2B,2008,101-250 Employees,Found,"Berlin, DE",searchmetrics.com,"['https://www.instagram.com/searchmetrics/', 'https://twitter.com/searchmetrics', 'https://www.linkedin.com/company/searchmetrics-inc/', 'https://www.xing.com/companies/searchmetricsgmbh', 'https://www.youtube.com/channel/UCMWOWGuxLmf8_0e3ynoJ2iA', 'https://de-de.facebook.com/Searchmetrics']",Searchmetrics GmbH,,"{'Frank Penning': 'Founder', 'Marcus Tober': 'Founder'}"
finvoice,https://cdn.startbase.com/images/company/finvoice/3372fc00f6/?w=205&h=64,Billing platform for financial service providers and insurance brokers.,Finance & Insurance,Seed Stage,SaaS,B2B,2020,1-10 Employees,Found,"Linz am Rhein, DE",finvoice.de,[],finvoice GmbH,,"{'Christoph Franziskus Fuchs': 'Founder', 'Marco Kotzian': 'Founder'}"
quintly,https://cdn.startbase.com/images/company/quintly/efde5dbee5/?w=205&h=64,Software for social media analytics.,"Media, Arts & Entertainment",Growth Stage,SaaS,B2B,2010,11-50 Employees,Found,"Ennepetal, DE",quintly.com,"['https://twitter.com/quintly', 'https://www.linkedin.com/company/quintly', 'https://www.youtube.com/user/quintlyapp', 'https://www.facebook.com/quintly']",quintly GmbH,,"{'Frederik Born': 'Founder', 'Alexander Peiniger': 'Founder'}"
Tappla,https://cdn.startbase.com/images/company/tappla/abb38c49e8/?w=205&h=64,No-code app builder for smart TV apps.,IT and Communications,Startup Stage,Sale of Services,B2B,2017,1-10 Employees,Found,"München, DE",tappla.com,"['https://twitter.com/get_tappla', 'https://www.linkedin.com/company/tappla/', 'https://www.youtube.com/channel/UCB5rm0f9y3b0A76gti7Bdjw', 'https://www.facebook.com/Tappla-1510436969256033/']",Tappla UG,,{'Brian Porter': 'Founder'}
Menlo79,https://cdn.startbase.com/images/company/menlo79/2d7bb750f8/?w=205&h=64,Offering digital transformation solutions for transport logistics.,"Automotive, Logistics & Mobility",Seed Stage,Sale of Services,B2B,2018,1-10 Employees,Found,"Berlin, DE",menlo79.com,"['https://www.instagram.com/menlo79/?hl=de', 'https://twitter.com/menlo792', 'https://www.linkedin.com/company/menlo79', 'https://www.xing.com/companies/menlo79gmbh']",MENLO 79 GMBH,,"{'Fabian Stöffler': 'Founder', 'Stefan Wagner': 'Founder', 'Christian Allner': 'Founder'}"
AR-Experts,https://cdn.startbase.com/images/company/ar-experts/b1a7e37a9a/?w=205&h=64,Implementation and utilization of AR to industrial companies.,IT and Communications,Seed Stage,Sale of Services,B2B,2019,1-10 Employees,Found,"Rutesheim, DE",ar-experts.de,"['https://www.linkedin.com/company/ar-experts.de/', 'https://www.youtube.com/channel/UCpYMkXzAmGcLuT5kXADw06g', 'https://www.facebook.com/arexpertsde/']",AR-Experts GmbH,,"{'Joaquin Soucheiron': 'Founder', 'Dr. Björn Schwerdtfeger': 'Founder'}"
Frashtray,https://cdn.startbase.com/images/company/studimus/30827ba7cb/?w=205&h=64,Brandable high-tech ashtray with built-in advertising screen.,"Water, Waste Treatment & Recycling",Steady Stage,Manufacturing,B2B,2014,1-10 Employees,Found,"Wardenburg, DE",studimus.de,"['https://twitter.com/studimus', 'https://www.linkedin.com/company/studimus', 'https://www.xing.com/companies/studimus', 'https://www.youtube.com/channel/UCUB7P0KQmP3-XMSoLCnNE8A', 'https://www.facebook.com/frashtray']",Studimus GmbH,,"{'Benjamin Maertz': 'Founder', 'Aljoscha Althoff': 'Founder', 'Marcel Eilers': 'Founder'}"
Maklaro,https://cdn.startbase.com/images/f282c1fc68ca577347ee9dc81159d04c/57e9095d8b9e2a9/?w=205&h=64,,IT and Communications,Growth Stage,SaaS,B2B,2013,11-50 Employees,Found,"Hamburg, DE",maklaro.de,"['https://twitter.com/maklaro_de?lang=de', 'https://www.linkedin.com/company/imcheck24-gmbh/', 'https://www.xing.com/companies/maklarogmbh', 'https://www.youtube.com/user/imcheck24', 'https://www.facebook.com/Maklaro/?ref=page_internal']",Maklaro GmbH,,{'Nikolai Roth': 'Founder'}
KitchenAdvisor,https://cdn.startbase.com/images/company/kitchenadvisor/c8b634c5be/?w=205&h=64,Kitchen planning and comparison platform.,Construction/Real Estate,Startup Stage,Platform,B2B,2017,1-10 Employees,Found,"Hamburg, DE",kitchenadvisor.de,"['https://www.linkedin.com/company/kitchenadvisor/', 'https://www.youtube.com/channel/UCPPFBZyT4O4xUwvIkwgJK5A', 'https://www.facebook.com/kitchenadvisor.de/']",KitchenAdvisor GmbH,,"{'Richard Samuel Ruben': 'Founder', 'David Striegnitz': 'Founder'}"
myhotelshop,https://cdn.startbase.com/images/company/myhotelshop/9886430dd1/?w=205&h=64,Hotel booking service to connect multi distribution channels in order to increase inbound bookings.,Tourism,Startup Stage,SaaS,B2B,2012,51-100 Employees,Found,"Leipzig, DE",myhotelshop.com,"['https://twitter.com/myhotelshop', 'http://www.linkedin.com/company/myhotelshop-gmbh', 'https://www.youtube.com/channel/UCsv7MuScXJasBWyU9h5yxrw']",myhotelshop GmbH,We know the struggles hoteliers face today and are here to help you solve them,{'Ullrich Kastner': 'Founder'}
eye2you,https://cdn.startbase.com/images/company/eye2you/7c4f8d488a/?w=205&h=64,App-based AI solution for diagnosing degenerative eye diseases.,Life Science & Healthcare,Seed Stage,SaaS,B2B,2020,1-10 Employees,Found,"Tübingen, DE",eye2you.com,"['https://twitter.com/eye2you_ai', 'https://www.linkedin.com/company/eye2you', 'https://www.xing.com/companies/eye2you', 'https://www.youtube.com/channel/UCC1-jEA00o9YCeoCUExsJfA', 'https://www.facebook.com/eye2youai']",eye2you GmbH,,{'Dr. Jörn-Philipp Lies': 'Founder'}
ApoDok,https://cdn.startbase.com/images/company/c-p-digital/6949f0e7fb/?w=205&h=64,Procedure documentation for pharmacies.,Life Science & Healthcare,Seed Stage,SaaS,B2B,2017,1-10 Employees,Found,"Köln, DE",apodok.de,"['https://twitter.com/ApoDok1', 'https://www.linkedin.com/company/apodok/', 'https://www.xing.com/companies/apodok', 'https://www.youtube.com/channel/UCVcsg-neK_2AZ-pAqATfoDw', 'https://www.facebook.com/Verfahrensdokumentation/']",C & P Digital GmbH,,{'Daniela Merkens': 'Founder'}
German RepRap,https://cdn.startbase.com/images/company/german-reprap/32827e2467/?w=205&h=64,Manufacturer of 3D printers and customized 3D printing solutions.,Industrial & Basic Materials,Steady Stage,Manufacturing,B2B,2010,51-100 Employees,Found,"Feldkirchen, DE",germanreprap.com,"['https://www.instagram.com/germanreprap/', 'https://twitter.com/germanreprap', 'https://www.linkedin.com/company/german-reprap-gmbh/', 'https://www.xing.com/companies/germanreprapgmbh', 'https://www.youtube.com/c/GermanRepRap', 'https://www.facebook.com/GermanRepRap']",German RepRap GmbH,,"{'Jan-Henrik Giebels': 'Founder', 'Florian Bautz': 'Founder'}"
tagungshotels.info,https://cdn.startbase.com/images/company/tagungshotels-info/4167d4f4db/?w=205&h=64,Comparison and mediation platform for conference hotels,IT and Communications,Seed Stage,Platform,B2B,2020,1-10 Employees,Found,"Bothel, DE",tagungshotels.info,[],tagungshotels.info UG,,"{'Felix Koch': '', 'Felix Fabian Koch': 'Founder'}"
Konfuzio,https://cdn.startbase.com/images/4268ddadae3253d317ca29a2f670cc30/ebb79a50edfd9d5/?w=205&h=64,,IT and Communications,Startup Stage,SaaS,B2B,2019,1-10 Employees,Found,"Asslar, DE",konfuzio.com,"['https://www.linkedin.com/company/konfuzio', 'https://www.youtube.com/channel/UCEfs8oBMx--Kq8mcBNwpPpg']",Helm & Nagel GmbH,,{'Christopher Vincent Helm': 'Founder'}
German Bionic,https://cdn.startbase.com/images/a2cddc1c3560176462b00d15c255f570/93b1e23a680a273/?w=205&h=64,Manufacturer and developer of exoskeletons for use in industrial production.,Life Science & Healthcare,Startup Stage,Manufacturing,B2B,2018,11-50 Employees,Found,"Augsburg, DE",germanbionic.com,"['https://www.instagram.com/germanbionic/?hl=en', 'https://twitter.com/germanbionic', 'https://www.linkedin.com/company/germanbionic/', 'https://www.xing.com/companies/gbsgermanbionicsystemsgmbh']",GBS German Bionic Systems GmbH,,{'Dr. Peter Heiligensetzer': 'Founder'}
Peter Pitch,https://cdn.startbase.com/images/company/peter-pitch/104201be84/?w=205&h=64,Enhancing company meetings through gamification and pitching elements.,IT and Communications,Seed Stage,SaaS,B2B,2020,1-10 Employees,Found,"Dortmund, DE",peterpitch.com,"['https://www.instagram.com/peterpitchcom/', 'https://www.linkedin.com/company/peter-pitch/', 'https://www.youtube.com/channel/UCN7MeKNNdXK28uIiJjJ4Fdg', 'https://www.facebook.com/PeterPitchCom/']",Peter Pitch GmbH,,"{'David Neuendorf': 'Founder', 'Christian Panne': 'Founder'}"
3D Consulting-Geo,https://cdn.startbase.com/images/company/3d-consulting-geo/6097ab4694/?w=205&h=64,Offering support in geophysical and geotechnical services.,Consulting,Startup Stage,Sale of Services,B2B,2020,1-10 Employees,Found,"Berlin, DE",consulting-geo.com,['https://www.linkedin.com/in/dr-naser-meqbel-b1267385/'],3D Consulting-GEO GmbH,"We offer geophysical measurements, services and consulting for mineral, geothermal and other subsurface natural resources.","{'Dr. Naser Meqbel': '', 'Dr. Naser Mohammad Meqbel Meqbel': 'Founder'}"
FutureBens,https://cdn.startbase.com/images/eda922ffe4f1a110cff6c33853fc5dde/414c09299c096f4/?w=205&h=64,,IT and Communications,Seed Stage,Platform,B2B,2021,1-10 Employees,Found,"Berlin, DE",futurebens.co,"['https://www.instagram.com/futurebens/', 'https://www.linkedin.com/company/futurebens/']",FutureBens GmbH,,"{'Jasper Hüsgen': 'Founder', 'Jasper Huesgen': ''}"
Neoscan Solutions,https://cdn.startbase.com/images/company/neoscan-solutions/a7d4fc267e/?w=205&h=64,Development of digital pediatric MRI systems.,Life Science & Healthcare,Seed Stage,Manufacturing,B2B,2017,11-50 Employees,Found,"Magdeburg, DE",neoscan-solutions.com,"['https://www.instagram.com/neoscansolutions/', 'https://twitter.com/Neoscan_mri', 'https://www.linkedin.com/company/neoscan-solutions-gmbh', 'https://www.youtube.com/channel/UCKhtM4BUfjRHBpxAR4qO-4g']",Neoscan Solutions GmbH,,"{'Sven Suhr': 'Founder', 'Dr. Stefan Röll': 'Founder'}"
BeSafe Thekenschutz,https://cdn.startbase.com/images/company/besafe-thekenschutz/6790863f93/?w=205&h=64,Distribution of customized counter protection made of plexiglass.,Life Science & Healthcare,Seed Stage,Manufacturing,B2B,2020,1-10 Employees,Found,"Frankfurt am Main, DE",besafethekenschutz.de,"['https://www.instagram.com/besafethekenschutzgmbh/', 'https://www.linkedin.com/company/besafe-thekenschutz/', 'https://www.youtube.com/channel/UCKioddroDGbI-AlO5dR2qPA', 'https://www.facebook.com/BesafeThekenschutz-GmbH-106297494412082/']",Besafe Thekenschutz GmbH,,{'Markus Willi Beck': 'Founder'}
